Start Time		End Time		Location	Activity
----------		--------		--------	--------
2012-12-02 09:20:12	2012-12-02 09:20:15	Door Bedroom		Sleeping
2012-12-02 09:25:22	2012-12-02 09:25:39	Door Bedroom		Toileting
2012-12-02 10:16:06	2012-12-02 10:16:09	Door Bedroom		Sleeping
2012-12-02 10:20:06	2012-12-02 10:21:26	Toilet		Toileting
2012-12-02 10:26:32	2012-12-02 10:26:36	Door Bedroom		Breakfast
2012-12-02 10:26:48	2012-12-02 10:26:54	Door Kitchen		Breakfast
2012-12-02 10:29:49	2012-12-02 10:30:04	Fridge		Breakfast
2012-12-02 10:33:28	2012-12-02 10:33:31	Door Kitchen		Breakfast
2012-12-02 11:34:31	2012-12-02 11:35:52	Toilet		Toileting
2012-12-02 11:35:58	2012-12-02 11:49:33	Basin		Grooming
2012-12-02 11:53:47	2012-12-02 11:53:59	Basin		Grooming
2012-12-02 12:24:22	2012-12-02 12:24:25	Door Bathroom		Snack
2012-12-02 12:24:34	2012-12-02 12:24:36	Door Kitchen		Snack
2012-12-02 12:24:44	2012-12-02 12:24:49	Fridge		Snack
2012-12-02 12:56:00	2012-12-02 12:56:41	Door Kitchen		Snack
2012-12-02 13:37:04	2012-12-02 13:37:16	Maindoor		Leaving
2012-12-02 13:59:35	2012-12-02 13:59:38	Maindoor		Leaving
2012-12-02 15:14:10	2012-12-02 15:14:14	Door Bathroom		Lunch
2012-12-02 15:14:24	2012-12-02 15:14:26	Door Kitchen		Lunch
2012-12-02 15:16:10	2012-12-02 15:16:50	Fridge		Lunch
2012-12-02 15:16:52	2012-12-02 15:16:54	Door Kitchen		Lunch
2012-12-02 15:17:19	2012-12-02 15:17:22	Door Bathroom		Lunch
2012-12-02 15:27:56	2012-12-02 15:27:59	Door Bathroom		Lunch
2012-12-02 15:28:18	2012-12-02 15:28:20	Door Kitchen		Lunch
2012-12-02 15:28:31	2012-12-02 15:28:33	Fridge		Lunch
2012-12-02 15:33:06	2012-12-02 15:33:08	Door Kitchen		Lunch
2012-12-02 16:45:05	2012-12-02 16:45:07	Door Kitchen		Snack
2012-12-02 16:57:17	2012-12-02 16:57:31	Fridge		Snack
2012-12-02 16:59:55	2012-12-02 16:59:59	Door Kitchen		Snack
2012-12-02 17:10:38	2012-12-02 17:10:40	Door Kitchen		Spare_Time/TV
2012-12-02 17:10:54	2012-12-02 17:10:58	Door Bathroom		Spare_Time/TV
2012-12-02 17:11:43	2012-12-02 18:44:32	Seat		Spare_Time/TV
2012-12-02 18:45:07	2012-12-02 18:45:10	Door Bathroom		Spare_Time/TV
2012-12-02 18:46:49	2012-12-02 18:47:46	Toilet		Toileting
2012-12-02 18:47:56	2012-12-02 18:47:59	Door Bathroom		Toileting
2012-12-02 19:10:55	2012-12-02 19:11:54	Toilet		Toileting
2012-12-02 19:11:37	2012-12-02 19:11:42	Door Kitchen		Toileting
2012-12-02 19:16:04	2012-12-02 19:16:08	Door Bathroom		Spare_Time/TV
2012-12-02 19:17:01	2012-12-02 20:02:13	Seat		Spare_Time/TV
2012-12-02 20:03:28	2012-12-02 20:03:32	Door Bathroom		Spare_Time/TV
2012-12-02 20:09:07	2012-12-02 20:09:10	Door Kitchen		Spare_Time/TV
2012-12-02 20:09:26	2012-12-02 20:09:29	Door Bathroom		Spare_Time/TV
2012-12-02 20:21:43	2012-12-02 20:21:46	Door Bathroom		Spare_Time/TV
2012-12-02 20:29:11	2012-12-02 20:29:15	Door Bedroom		Grooming
2012-12-02 20:29:33	2012-12-02 20:29:37	Basin		Grooming
2012-12-02 20:41:25	2012-12-02 20:41:34	Door Bedroom		Spare_Time/TV
2012-12-02 20:41:44	2012-12-02 20:41:47	Door Bathroom		Spare_Time/TV
2012-12-02 21:18:10	2012-12-02 21:18:13	Door Bathroom		Spare_Time/TV
2012-12-02 21:18:28	2012-12-02 21:18:31	Door Bathroom		Spare_Time/TV
2012-12-02 21:19:12	2012-12-03 01:03:12	Seat		Spare_Time/TV
